Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Team
2014-07-19,11:00,Descentralizado,Torneo Apertura,Sat,Away,W,1,0,Sport Huancayo,,373,,,,Miguel Santiváñez,Match Report,,Leon de Huanuco
2014-07-26,12:00,Descentralizado,Torneo Apertura,Sat,Home,D,2,2,Cienciano,,740,,,,Jorge Panta,Match Report,,Leon de Huanuco
2014-07-31,15:30,Descentralizado,Torneo Apertura,Thu,Away,L,0,4,Sporting Cristal,,"3,585",,,,Víctor Carrillo,Match Report,,Leon de Huanuco
2014-08-08,13:15,Descentralizado,Torneo Apertura,Fri,Home,W,1,0,Los Caimanes,,442,,,,Ramón Blanco,Match Report,,Leon de Huanuco
2014-08-14,13:15,Descentralizado,Torneo Apertura,Thu,Away,L,0,1,Unión Comercio,,479,,,,Luis Garay Evia,Match Report,,Leon de Huanuco
2014-08-24,15:00,Descentralizado,Torneo Apertura,Sun,Away,W,2,1,Universitario,,"28,906",,,,Manuel Garay,Match Report,,Leon de Huanuco
2014-08-31,15:30,Descentralizado,Torneo Apertura,Sun,Home,D,1,1,Ayacucho,,"1,634",,,,Romel López,Match Report,,Leon de Huanuco
2014-09-03,16:00,Descentralizado,Torneo Apertura,Wed,Home,W,1,0,UTC,,678,,,,Ramón Blanco,Match Report,,Leon de Huanuco
2014-09-06,12:30,Descentralizado,Torneo Clausura,Sat,Home,D,1,1,Real Garcilaso,,345,,,,Luis Seminario,Match Report,,Leon de Huanuco
2014-09-13,15:30,Descentralizado,Torneo Clausura,Sat,Away,W,1,0,USMP,,518,,,,Renzo Castañeda,Match Report,,Leon de Huanuco
2014-09-20,15:00,Descentralizado,Torneo Clausura,Sat,Home,W,3,0,Juan Aurich,,"2,810",,,,Diego Haro,Match Report,,Leon de Huanuco
2014-09-28,11:00,Descentralizado,Torneo Clausura,Sun,Away,D,2,2,San Simón,,"1,759",,,,Joel Alarcón,Match Report,,Leon de Huanuco
2014-10-12,13:15,Descentralizado,Torneo Clausura,Sun,Home,L,0,1,Melgar,,"2,082",,,,Manuel Garay,Match Report,,Leon de Huanuco
2014-10-19,16:00,Descentralizado,Torneo Clausura,Sun,Away,L,0,2,Alianza Lima,,"3,923",,,,Eduardo Chirinos,Match Report,,Leon de Huanuco
2014-10-22,15:30,Descentralizado,Torneo Clausura,Wed,Home,W,1,0,Sport Huancayo,,364,,,,Joel Alarcón,Match Report,,Leon de Huanuco
2014-10-25,12:45,Descentralizado,Torneo Clausura,Sat,Away,L,2,4,Cienciano,,"1,999",,,,Miguel Santiváñez,Match Report,,Leon de Huanuco
2014-11-02,13:15,Descentralizado,Torneo Clausura,Sun,Home,L,1,3,Sporting Cristal,,"1,860",,,,Luis Garay Evia,Match Report,,Leon de Huanuco
2014-11-08,17:15,Descentralizado,Torneo Clausura,Sat,Away,L,2,3,Los Caimanes,,335,,,,Ramón Blanco,Match Report,,Leon de Huanuco
2014-11-12,13:15,Descentralizado,Torneo Clausura,Wed,Home,W,2,0,Unión Comercio,,637,,,,Eduardo Chirinos,Match Report,,Leon de Huanuco
2014-11-18,15:45,Descentralizado,Torneo Clausura,Tue,Away,W,1,0,UTC,,"2,586",,,,Diego Haro,Match Report,,Leon de Huanuco
2014-11-23,13:15,Descentralizado,Torneo Clausura,Sun,Home,W,2,0,Universitario,,"7,090",,,,Renzo Castañeda,Match Report,,Leon de Huanuco
2014-11-26,15:30,Descentralizado,Torneo Clausura,Wed,Home,W,1,0,U César Vallejo,,"7,590",,,,Luis Seminario,Match Report,,Leon de Huanuco
2014-11-30,15:30,Descentralizado,Torneo Clausura,Sun,Away,L,2,5,Ayacucho,,"1,514",,,,Eduardo Chirinos,Match Report,,Leon de Huanuco
2014-06-07,15:45,Descentralizado,Torneo Apertura,Sat,Home,D,1,1,U César Vallejo,,446,,,,Luis Seminario,Match Report,,Universidad San Martin
2014-06-15,11:00,Descentralizado,Torneo Apertura,Sun,Away,D,1,1,León Huánuco,,"1,108",,,,Manuel Garay,Match Report,,Universidad San Martin
2014-06-21,20:00,Descentralizado,Torneo Apertura,Sat,Home,D,1,1,Alianza Lima,,"1,572",,,,Michael Espinoza,Match Report,,Universidad San Martin
2014-06-29,13:30,Descentralizado,Torneo Apertura,Sun,Away,W,4,2,Sport Huancayo,,423,,,,Jorge Panta,Match Report,,Universidad San Martin
2014-07-05,15:00,Descentralizado,Torneo Apertura,Sat,Home,L,0,1,Cienciano,,313,,,,Romel López,Match Report,,Universidad San Martin
2014-07-12,11:00,Descentralizado,Torneo Apertura,Sat,Away,D,0,0,Sporting Cristal,,"2,442",,,,Luis Garay Evia,Match Report,,Universidad San Martin
2014-07-15,15:30,Descentralizado,Torneo Apertura,Tue,Home,W,3,1,Los Caimanes,,284,,,,Henry Gambetta,Match Report,,Universidad San Martin
2014-07-21,13:15,Descentralizado,Torneo Apertura,Mon,Away,L,0,1,Unión Comercio,,419,,,,Eduardo Chirinos,Match Report,,Universidad San Martin
2014-07-26,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,4,0,UTC,,504,,,,Miguel Santiváñez,Match Report,,Universidad San Martin
2014-07-31,13:15,Descentralizado,Torneo Apertura,Thu,Away,L,1,2,Melgar,,"3,815",,,,Diego Haro,Match Report,,Universidad San Martin
2014-08-09,20:00,Descentralizado,Torneo Apertura,Sat,Home,D,3,3,Universitario,,"2,400",,,,Michael Espinoza,Match Report,,Universidad San Martin
2014-08-13,15:30,Descentralizado,Torneo Apertura,Wed,Away,W,4,2,Ayacucho,,"2,989",,,,Luis Seminario,Match Report,,Universidad San Martin
2014-08-16,15:00,Descentralizado,Torneo Apertura,Sat,Home,W,2,0,Real Garcilaso,,444,,,,Iván Chang,Match Report,,Universidad San Martin
2014-08-24,15:00,Descentralizado,Torneo Apertura,Sun,Home,L,1,2,Juan Aurich,,"1,829",,,,Henry Gambetta,Match Report,,Universidad San Martin
2014-08-30,15:30,Descentralizado,Torneo Apertura,Sat,Away,D,0,0,San Simón,,"1,722",,,,Jorge Panta,Match Report,,Universidad San Martin
2014-09-13,15:30,Descentralizado,Torneo Clausura,Sat,Home,L,0,1,León Huánuco,,518,,,,Renzo Castañeda,Match Report,,Universidad San Martin
2014-09-21,16:00,Descentralizado,Torneo Clausura,Sun,Away,L,1,2,Alianza Lima,,"4,019",,,,Roberto Mauro,Match Report,,Universidad San Martin
2014-09-26,13:30,Descentralizado,Torneo Clausura,Fri,Home,W,4,1,Sport Huancayo,,310,,,,Eduardo Chirinos,Match Report,,Universidad San Martin
2014-10-02,11:00,Descentralizado,Torneo Clausura,Thu,Away,L,2,3,Cienciano,,"2,477",,,,Yovany Quevedo Guerra,Match Report,,Universidad San Martin
2014-10-18,15:00,Descentralizado,Torneo Clausura,Sat,Away,L,1,4,Los Caimanes,,92,,,,Roberto Mauro,Match Report,,Universidad San Martin
2014-10-21,15:30,Descentralizado,Torneo Clausura,Tue,Home,W,2,1,Unión Comercio,,328,,,,Henry Gambetta,Match Report,,Universidad San Martin
2014-10-27,15:45,Descentralizado,Torneo Clausura,Mon,Away,D,1,1,UTC,,"1,477",,,,Ramón Blanco,Match Report,,Universidad San Martin
2014-11-01,15:00,Descentralizado,Torneo Clausura,Sat,Home,L,0,2,Melgar,,591,,,,Fredy Arellanos,Match Report,,Universidad San Martin
2014-11-05,15:30,Descentralizado,Torneo Clausura,Wed,Home,L,0,1,Sporting Cristal,,"1,366",,,,Ramón Blanco,Match Report,,Universidad San Martin
2014-11-09,16:00,Descentralizado,Torneo Clausura,Sun,Away,L,1,3,Universitario,,"6,833",,,,Iván Chang,Match Report,,Universidad San Martin
2014-11-20,15:30,Descentralizado,Torneo Clausura,Thu,Away,L,0,1,U César Vallejo,,"1,186",,,,Michael Espinoza,Match Report,,Universidad San Martin
2014-11-23,18:15,Descentralizado,Torneo Clausura,Sun,Away,D,1,1,Juan Aurich,,"1,416",,,,Henry Gambetta,Match Report,,Universidad San Martin
2014-11-26,15:00,Descentralizado,Torneo Clausura,Wed,Home,W,2,1,Ayacucho,,292,,,,Roberto Mauro,Match Report,,Universidad San Martin
2014-11-28,15:00,Descentralizado,Torneo Clausura,Fri,Away,L,0,1,Real Garcilaso,,"1,230",,,,Miguel Santiváñez,Match Report,,Universidad San Martin
2014-11-30,15:30,Descentralizado,Torneo Clausura,Sun,Home,W,6,0,San Simón,,370,,,,Michael Espinoza,Match Report,,Universidad San Martin
2014-06-08,11:00,Descentralizado,Torneo Apertura,Sun,Home,W,4,0,Los Caimanes,,675,,,,Michael Espinoza,Match Report,,Union Comercio
2014-06-13,13:30,Descentralizado,Torneo Apertura,Fri,Away,W,1,0,San Simón,,"1,259",,,,Henry Gambetta,Match Report,,Union Comercio
2014-06-20,16:00,Descentralizado,Torneo Apertura,Fri,Away,D,1,1,UTC,,"1,691",,,,Romel López,Match Report,,Union Comercio
2014-06-29,11:00,Descentralizado,Torneo Apertura,Sun,Home,L,0,2,Melgar,,575,,,,Manuel Garay,Match Report,,Union Comercio
2014-07-06,16:00,Descentralizado,Torneo Apertura,Sun,Away,D,0,0,Universitario,,"7,340",,,,Iván Chang,Match Report,,Union Comercio
2014-07-11,13:15,Descentralizado,Torneo Apertura,Fri,Home,L,0,1,Ayacucho,,372,,,,Luis Seminario,Match Report,,Union Comercio
2014-07-16,11:00,Descentralizado,Torneo Apertura,Wed,Away,L,0,1,Real Garcilaso,,"1,440",,,,Fernando Legario,Match Report,,Union Comercio
2014-07-21,13:15,Descentralizado,Torneo Apertura,Mon,Home,W,1,0,USMP,,419,,,,Eduardo Chirinos,Match Report,,Union Comercio
2014-07-26,20:00,Descentralizado,Torneo Apertura,Sat,Away,L,1,2,Juan Aurich,,"1,705",,,,Michael Espinoza,Match Report,,Union Comercio
2014-07-31,11:00,Descentralizado,Torneo Apertura,Thu,Home,W,3,0,Sport Huancayo,,426,,,,Luis Seminario,Match Report,,Union Comercio
2014-08-09,17:45,Descentralizado,Torneo Apertura,Sat,Away,L,0,1,U César Vallejo,,"1,486",,,,Yovany Quevedo Guerra,Match Report,,Union Comercio
2014-08-14,13:15,Descentralizado,Torneo Apertura,Thu,Home,W,1,0,León Huánuco,,479,,,,Luis Garay Evia,Match Report,,Union Comercio
2014-08-17,16:00,Descentralizado,Torneo Apertura,Sun,Away,D,2,2,Alianza Lima,,"5,261",,,,Eduardo Chirinos,Match Report,,Union Comercio
2014-08-24,12:30,Descentralizado,Torneo Apertura,Sun,Home,W,2,0,Sporting Cristal,,"1,400",,,,Michael Espinoza,Match Report,,Union Comercio
2014-08-30,13:00,Descentralizado,Torneo Apertura,Sat,Away,L,1,2,Cienciano,,"3,292",,,,Diego Haro,Match Report,,Union Comercio
2014-09-08,13:00,Descentralizado,Torneo Clausura,Mon,Away,L,0,1,Los Caimanes,,46,,,,Henry Gambetta,Match Report,,Union Comercio
2014-09-13,10:30,Descentralizado,Torneo Clausura,Sat,Home,W,3,1,San Simón,,389,,,,Diego Haro,Match Report,,Union Comercio
2014-09-20,12:45,Descentralizado,Torneo Clausura,Sat,Home,W,3,0,UTC,,606,,,,Eduardo Chirinos,Match Report,,Union Comercio
2014-09-27,12:45,Descentralizado,Torneo Clausura,Sat,Away,L,0,1,Melgar,,"6,745",,,,Ramón Blanco,Match Report,,Union Comercio
2014-10-01,13:15,Descentralizado,Torneo Clausura,Wed,Home,W,2,0,Universitario,,"1,823",,,,Henry Gambetta,Match Report,,Union Comercio
2014-10-11,12:15,Descentralizado,Torneo Clausura,Sat,Away,W,2,1,Ayacucho,,"1,042",,,,Fernando Legario,Match Report,,Union Comercio
2014-10-19,11:00,Descentralizado,Torneo Clausura,Sun,Home,D,2,2,Real Garcilaso,,"1,069",,,,Diego Haro,Match Report,,Union Comercio
2014-10-21,15:30,Descentralizado,Torneo Clausura,Tue,Away,L,1,2,USMP,,328,,,,Henry Gambetta,Match Report,,Union Comercio
2014-10-26,13:15,Descentralizado,Torneo Clausura,Sun,Home,W,1,0,Juan Aurich,,828,,,,Fredy Arellanos,Match Report,,Union Comercio
2014-11-02,11:00,Descentralizado,Torneo Clausura,Sun,Away,L,1,2,Sport Huancayo,,520,,,,Henry Gambetta,Match Report,,Union Comercio
2014-11-08,12:30,Descentralizado,Torneo Clausura,Sat,Home,W,2,1,U César Vallejo,,439,,,,Víctor Carrillo,Match Report,,Union Comercio
2014-11-12,13:15,Descentralizado,Torneo Clausura,Wed,Away,L,0,2,León Huánuco,,637,,,,Eduardo Chirinos,Match Report,,Union Comercio
2014-11-23,11:00,Descentralizado,Torneo Clausura,Sun,Away,W,3,2,Sporting Cristal,,"8,443",,,,Víctor Carrillo,Match Report,,Union Comercio
2014-11-26,13:00,Descentralizado,Torneo Clausura,Wed,Home,W,1,0,Alianza Lima,,"3,259",,,,Fredy Arellanos,Match Report,,Union Comercio
2014-11-30,15:30,Descentralizado,Torneo Clausura,Sun,Home,W,3,0,Cienciano,,"1,022",,,,Luis Garay Evia,Match Report,,Union Comercio
2014-02-12,19:00,Libertadores,Second stage,Wed,Home,W,2,1,brCruzeiro,,"10,000",,,,José Argote,Match Report,,Real Garcilaso
2014-02-19,20:30,Libertadores,Second stage,Wed,Away,L,1,4,uyDefensor,,"8,000",,4-1-2-1-2◆,4-2-2-2,Roddy Zambrano,Match Report,,Real Garcilaso
2014-03-11,21:30,Libertadores,Second stage,Tue,Home,L,1,2,clU de Chile,,,,,,Wilmar Roldán,Match Report,,Real Garcilaso
2014-03-18,19:45,Libertadores,Second stage,Tue,Away,L,0,1,clU de Chile,,,,,,Antonio Arias,Match Report,,Real Garcilaso
2014-04-01,18:00,Libertadores,Second stage,Tue,Home,L,0,2,uyDefensor,,,,4-1-2-1-2◆,4-3-2-1,Julio Quintana,Match Report,,Real Garcilaso
2014-04-09,21:00,Libertadores,Second stage,Wed,Away,L,0,3,brCruzeiro,,,,,,Adrián Vélez,Match Report,,Real Garcilaso
2014-06-07,11:30,Descentralizado,Torneo Apertura,Sat,Home,W,3,1,León Huánuco,,801,,,,Ramón Blanco,Match Report,,Real Garcilaso
2014-06-15,16:00,Descentralizado,Torneo Apertura,Sun,Away,L,0,2,Alianza Lima,,"6,154",,,,Miguel Santiváñez,Match Report,,Real Garcilaso
2014-06-22,11:15,Descentralizado,Torneo Apertura,Sun,Home,L,1,2,Sport Huancayo,,"1,796",,,,Eduardo Chirinos,Match Report,,Real Garcilaso
2014-06-28,15:30,Descentralizado,Torneo Apertura,Sat,Away,L,0,2,Cienciano,,"4,386",,,,Renzo Castañeda,Match Report,,Real Garcilaso
2014-07-05,10:30,Descentralizado,Torneo Apertura,Sat,Home,W,2,1,Sporting Cristal,,"1,298",,,,Michael Espinoza,Match Report,,Real Garcilaso
2014-07-12,18:00,Descentralizado,Torneo Apertura,Sat,Away,W,1,0,Los Caimanes,,78,,,,Jorge Panta,Match Report,,Real Garcilaso
2014-07-16,11:00,Descentralizado,Torneo Apertura,Wed,Home,W,1,0,Unión Comercio,,"1,440",,,,Fernando Legario,Match Report,,Real Garcilaso
2014-07-19,15:45,Descentralizado,Torneo Apertura,Sat,Away,L,0,1,UTC,,"2,461",,,,Ramón Blanco,Match Report,,Real Garcilaso
2014-07-25,11:00,Descentralizado,Torneo Apertura,Fri,Home,D,1,1,Melgar,,"1,809",,,,Renzo Castañeda,Match Report,,Real Garcilaso
2014-07-30,20:00,Descentralizado,Torneo Apertura,Wed,Away,L,1,2,Universitario,,"5,514",,,,Iván Chang,Match Report,,Real Garcilaso
2014-08-10,11:15,Descentralizado,Torneo Apertura,Sun,Home,W,3,0,Ayacucho,,"2,468",,,,Eduardo Chirinos,Match Report,,Real Garcilaso
2014-08-13,13:15,Descentralizado,Torneo Apertura,Wed,Home,D,2,2,Juan Aurich,,"2,989",,,,Michael Espinoza,Match Report,,Real Garcilaso
2014-08-16,15:00,Descentralizado,Torneo Apertura,Sat,Away,L,0,2,USMP,,444,,,,Iván Chang,Match Report,,Real Garcilaso
2014-08-24,15:00,Descentralizado,Torneo Apertura,Sun,Home,W,4,1,San Simón,,"1,522",,,,Luis Garay Evia,Match Report,,Real Garcilaso
2014-08-30,15:30,Descentralizado,Torneo Apertura,Sat,Away,L,0,2,U César Vallejo,,820,,,,Ramón Blanco,Match Report,,Real Garcilaso
2014-09-06,12:30,Descentralizado,Torneo Clausura,Sat,Away,D,1,1,León Huánuco,,345,,,,Luis Seminario,Match Report,,Real Garcilaso
2014-09-14,13:30,Descentralizado,Torneo Clausura,Sun,Home,D,0,0,Alianza Lima,,"7,434",,,,Víctor Carrillo,Match Report,,Real Garcilaso
2014-09-20,10:30,Descentralizado,Torneo Clausura,Sat,Away,L,1,3,Sport Huancayo,,590,,,,Henry Gambetta,Match Report,,Real Garcilaso
2014-09-27,15:00,Descentralizado,Torneo Clausura,Sat,Home,L,0,2,Cienciano,,"5,143",,,,Manuel Garay,Match Report,,Real Garcilaso
2014-10-01,15:30,Descentralizado,Torneo Clausura,Wed,Away,D,1,1,Sporting Cristal,,"2,585",,,,Miguel Santiváñez,Match Report,,Real Garcilaso
2014-10-11,15:00,Descentralizado,Torneo Clausura,Sat,Home,W,2,0,Los Caimanes,,"1,511",,,,Víctor Carrillo,Match Report,,Real Garcilaso
2014-10-19,11:00,Descentralizado,Torneo Clausura,Sun,Away,D,2,2,Unión Comercio,,"1,069",,,,Diego Haro,Match Report,,Real Garcilaso
2014-10-22,11:00,Descentralizado,Torneo Clausura,Wed,Home,W,3,0,UTC,,"1,292",,,,Luis Garay Evia,Match Report,,Real Garcilaso
2014-10-26,11:00,Descentralizado,Torneo Clausura,Sun,Away,D,2,2,Melgar,,"5,236",,,,Iván Chang,Match Report,,Real Garcilaso
2014-11-01,12:45,Descentralizado,Torneo Clausura,Sat,Home,W,2,0,Universitario,,"5,110",,,,Diego Haro,Match Report,,Real Garcilaso
2014-11-09,13:15,Descentralizado,Torneo Clausura,Sun,Away,L,1,2,Ayacucho,,"1,755",,,,Renzo Castañeda,Match Report,,Real Garcilaso
2014-11-12,15:30,Descentralizado,Torneo Clausura,Wed,Away,L,0,1,Juan Aurich,,"1,281",,,,Jorge Panta,Match Report,,Real Garcilaso
2014-11-22,10:30,Descentralizado,Torneo Clausura,Sat,Away,D,2,2,San Simón,,916,,,,Ramón Blanco,Match Report,,Real Garcilaso
2014-11-28,15:00,Descentralizado,Torneo Clausura,Fri,Home,W,1,0,USMP,,"1,230",,,,Miguel Santiváñez,Match Report,,Real Garcilaso
2014-11-30,15:30,Descentralizado,Torneo Clausura,Sun,Home,W,2,1,U César Vallejo,,"1,624",Diego Carranza,,,Renzo Castañeda,Match Report,,Real Garcilaso
2014-06-07,20:10,Descentralizado,Torneo Apertura,Sat,Away,D,0,0,Melgar,,"3,787",,,,Yovany Quevedo Guerra,Match Report,,Cienciano
2014-06-15,13:15,Descentralizado,Torneo Apertura,Sun,Home,L,1,2,Universitario,,"10,831",,,,Luis Seminario,Match Report,,Cienciano
2014-06-21,13:15,Descentralizado,Torneo Apertura,Sat,Away,L,1,3,Ayacucho,,"1,277",,,,Manuel Garay,Match Report,,Cienciano
2014-06-28,15:30,Descentralizado,Torneo Apertura,Sat,Home,W,2,0,Real Garcilaso,,"4,386",,,,Renzo Castañeda,Match Report,,Cienciano
2014-07-05,15:00,Descentralizado,Torneo Apertura,Sat,Away,W,1,0,USMP,,313,,,,Romel López,Match Report,,Cienciano
2014-07-13,11:00,Descentralizado,Torneo Apertura,Sun,Home,D,1,1,Juan Aurich,,"3,338",,,,Yovany Quevedo Guerra,Match Report,,Cienciano
2014-07-17,15:00,Descentralizado,Torneo Apertura,Thu,Away,W,2,0,San Simón,,"1,852",,,,Diego Haro,Match Report,,Cienciano
2014-07-20,12:00,Descentralizado,Torneo Apertura,Sun,Home,W,2,0,U César Vallejo,,"4,108",,,,Luis Garay Evia,Match Report,,Cienciano
2014-07-26,12:00,Descentralizado,Torneo Apertura,Sat,Away,D,2,2,León Huánuco,,740,,,,Jorge Panta,Match Report,,Cienciano
2014-07-29,15:30,Descentralizado,Torneo Apertura,Tue,Home,W,2,1,Alianza Lima,,"14,670",,,,Miguel Santiváñez,Match Report,,Cienciano
2014-08-09,13:00,Descentralizado,Torneo Apertura,Sat,Away,L,1,3,Sport Huancayo,,616,,,,Jorge Panta,Match Report,,Cienciano
2014-08-14,15:45,Descentralizado,Torneo Apertura,Thu,Away,L,1,2,UTC,,"1,592",,,,Giuliano Rodríguez,Match Report,,Cienciano
2014-08-17,13:30,Descentralizado,Torneo Apertura,Sun,Home,D,1,1,Sporting Cristal,,"3,158",,,,Jorge Panta,Match Report,,Cienciano
2014-08-23,13:00,Descentralizado,Torneo Apertura,Sat,Away,L,1,2,Los Caimanes,,63,,,,Eduardo Chirinos,Match Report,,Cienciano
2014-08-30,13:00,Descentralizado,Torneo Apertura,Sat,Home,W,2,1,Unión Comercio,,"3,292",,,,Diego Haro,Match Report,,Cienciano
2014-09-06,15:00,Descentralizado,Torneo Clausura,Sat,Home,L,0,2,Melgar,,"4,238",,,,Víctor Carrillo,Match Report,,Cienciano
2014-09-14,16:00,Descentralizado,Torneo Clausura,Sun,Away,L,0,2,Universitario,,"5,597",,,,Ramón Blanco,Match Report,,Cienciano
2014-09-21,11:00,Descentralizado,Torneo Clausura,Sun,Home,D,0,0,Ayacucho,,"2,296",,,,Miguel Santiváñez,Match Report,,Cienciano
2014-09-27,15:00,Descentralizado,Torneo Clausura,Sat,Away,W,2,0,Real Garcilaso,,"5,143",,,,Manuel Garay,Match Report,,Cienciano
2014-10-02,11:00,Descentralizado,Torneo Clausura,Thu,Home,W,3,2,USMP,,"2,477",,,,Yovany Quevedo Guerra,Match Report,,Cienciano
2014-10-12,18:15,Descentralizado,Torneo Clausura,Sun,Away,L,0,1,Juan Aurich,,"1,412",,,,Jorge Panta,Match Report,,Cienciano
2014-10-18,10:30,Descentralizado,Torneo Clausura,Sat,Home,W,2,0,San Simón,,"2,255",,,,Iván Chang,Match Report,,Cienciano
2014-10-22,17:45,Descentralizado,Torneo Clausura,Wed,Away,L,2,3,U César Vallejo,,"1,199",,,,Renzo Castañeda,Match Report,,Cienciano
2014-10-25,12:45,Descentralizado,Torneo Clausura,Sat,Home,W,4,2,León Huánuco,,"1,999",,,,Miguel Santiváñez,Match Report,,Cienciano
2014-11-02,16:00,Descentralizado,Torneo Clausura,Sun,Away,L,0,5,Alianza Lima,,"5,639",,,,Luis Seminario,Match Report,,Cienciano
2014-11-07,15:00,Descentralizado,Torneo Clausura,Fri,Home,W,2,0,Sport Huancayo,,"2,756",,,,Diego Haro,Match Report,,Cienciano
2014-11-12,11:00,Descentralizado,Torneo Clausura,Wed,Home,D,1,1,UTC,,"3,128",,,,Miguel Santiváñez,Match Report,,Cienciano
2014-11-15,15:00,Descentralizado,Torneo Clausura,Sat,Away,L,0,2,Sporting Cristal,,"4,284",,,,Michael Espinoza,Match Report,,Cienciano
2014-11-22,12:45,Descentralizado,Torneo Clausura,Sat,Home,L,0,1,Los Caimanes,,"2,128",,,,Diego Haro,Match Report,,Cienciano
2014-11-30,15:30,Descentralizado,Torneo Clausura,Sun,Away,L,0,3,Unión Comercio,,"1,022",,,,Luis Garay Evia,Match Report,,Cienciano
2014-06-08,13:15,Descentralizado,Torneo Apertura,Sun,Away,D,1,1,Ayacucho,,"5,880",,,,Fredy Arellanos,Match Report,,Alianza Lima
2014-06-15,16:00,Descentralizado,Torneo Apertura,Sun,Home,W,2,0,Real Garcilaso,,"6,154",,,,Miguel Santiváñez,Match Report,,Alianza Lima
2014-06-21,20:00,Descentralizado,Torneo Apertura,Sat,Away,D,1,1,USMP,,"1,572",,,,Michael Espinoza,Match Report,,Alianza Lima
2014-06-29,16:00,Descentralizado,Torneo Apertura,Sun,Home,D,0,0,Juan Aurich,,"6,119",,,,Luis Garay Evia,Match Report,,Alianza Lima
2014-07-06,13:15,Descentralizado,Torneo Apertura,Sun,Away,L,0,1,San Simón,,"2,872",,,,Henry Gambetta,Match Report,,Alianza Lima
2014-07-12,20:10,Descentralizado,Torneo Apertura,Sat,Home,D,0,0,U César Vallejo,,"4,385",,,,Renzo Castañeda,Match Report,,Alianza Lima
2014-07-16,15:30,Descentralizado,Torneo Apertura,Wed,Away,L,0,1,León Huánuco,,764,,,,Eduardo Chirinos,Match Report,,Alianza Lima
2014-07-19,20:00,Descentralizado,Torneo Apertura,Sat,Away,L,0,1,Universitario,,"11,901",,,,Víctor Carrillo,Match Report,,Alianza Lima
2014-07-23,20:00,Descentralizado,Torneo Apertura,Wed,Home,W,4,3,Sport Huancayo,,"4,134",,,,Fredy Arellanos,Match Report,,Alianza Lima
2014-07-29,15:30,Descentralizado,Torneo Apertura,Tue,Away,L,1,2,Cienciano,,"14,670",,,,Miguel Santiváñez,Match Report,,Alianza Lima
2014-08-10,16:00,Descentralizado,Torneo Apertura,Sun,Home,W,2,1,Sporting Cristal,,"11,824",,,,Manuel Garay,Match Report,,Alianza Lima
2014-08-13,17:45,Descentralizado,Torneo Apertura,Wed,Away,D,0,0,Los Caimanes,,888,,,,Renzo Castañeda,Match Report,,Alianza Lima
2014-08-17,16:00,Descentralizado,Torneo Apertura,Sun,Home,D,2,2,Unión Comercio,,"5,261",,,,Eduardo Chirinos,Match Report,,Alianza Lima
2014-08-21,17:30,Sudamericana,First stage,Thu,Away,L,0,3,ecBarcelona,,,,,,Adrián Vélez,Match Report,Leg 1 of 2,Alianza Lima
2014-08-24,15:45,Descentralizado,Torneo Apertura,Sun,Away,W,2,0,UTC,,"6,144",,,,Víctor Carrillo,Match Report,,Alianza Lima
2014-08-27,21:00,Sudamericana,First stage,Wed,Home,D,0,0,ecBarcelona,,,,,,Ímer Machado,Match Report,Leg 2 of 2; Barcelona won,Alianza Lima
